date,rank
19-May-12,
26-May-12,
2-Jun-12,
9-Jun-12,
16-Jun-12,
23-Jun-12,
30-Jun-12,
7-Jul-12,
14-Jul-12,
21-Jul-12,
28-Jul-12,
4-Aug-12,
11-Aug-12,
18-Aug-12,
25-Aug-12,
1-Sep-12,
8-Sep-12,
15-Sep-12,
22-Sep-12,
29-Sep-12,
6-Oct-12,
13-Oct-12,
20-Oct-12,
27-Oct-12,
3-Nov-12,
10-Nov-12,
17-Nov-12,
24-Nov-12,7
1-Dec-12,6
8-Dec-12,7
15-Dec-12,5
22-Dec-12,8
29-Dec-12,8
5-Jan-13,10
12-Jan-13,
19-Jan-13,
26-Jan-13,
2-Feb-13,10
9-Feb-13,
16-Feb-13,
23-Feb-13,
2-Mar-13,
9-Mar-13,6
16-Mar-13,
23-Mar-13,
30-Mar-13,1
6-Apr-13,6
13-Apr-13,
20-Apr-13,
27-Apr-13,
4-May-13,
11-May-13,
18-May-13,
25-May-13,
1-Jun-13,
8-Jun-13,
15-Jun-13,
22-Jun-13,
29-Jun-13,
6-Jul-13,
13-Jul-13,
20-Jul-13,
27-Jul-13,
3-Aug-13,
10-Aug-13,
17-Aug-13,
24-Aug-13,
31-Aug-13,
7-Sep-13,
14-Sep-13,
21-Sep-13,
28-Sep-13,
5-Oct-13,
12-Oct-13,
19-Oct-13,
26-Oct-13,
2-Nov-13,
9-Nov-13,
16-Nov-13,
23-Nov-13,
30-Nov-13,
7-Dec-13,
14-Dec-13,
21-Dec-13,
28-Dec-13,
4-Jan-14,
11-Jan-14,
18-Jan-14,
25-Jan-14,
1-Feb-14,
8-Feb-14,
15-Feb-14,
22-Feb-14,
1-Mar-14,
8-Mar-14,
15-Mar-14,
22-Mar-14,
29-Mar-14,
5-Apr-14,
12-Apr-14,
19-Apr-14,
26-Apr-14,
3-May-14,
10-May-14,
17-May-14,
24-May-14,
31-May-14,
7-Jun-14,
14-Jun-14,
21-Jun-14,
28-Jun-14,
5-Jul-14,
12-Jul-14,
19-Jul-14,
26-Jul-14,
2-Aug-14,
9-Aug-14,
16-Aug-14,
23-Aug-14,
30-Aug-14,
6-Sep-14,
13-Sep-14,
20-Sep-14,
27-Sep-14,
4-Oct-14,
11-Oct-14,
18-Oct-14,
25-Oct-14,
1-Nov-14,
8-Nov-14,
15-Nov-14,
22-Nov-14,
29-Nov-14,
6-Dec-14,
13-Dec-14,
20-Dec-14,
27-Dec-14,
3-Jan-15,
10-Jan-15,
17-Jan-15,
24-Jan-15,
31-Jan-15,
7-Feb-15,
14-Feb-15,
21-Feb-15,
28-Feb-15,
7-Mar-15,
14-Mar-15,
21-Mar-15,
28-Mar-15,
4-Apr-15,
11-Apr-15,
18-Apr-15,
25-Apr-15,
2-May-15,
9-May-15,
16-May-15,
23-May-15,
30-May-15,
6-Jun-15,
13-Jun-15,
20-Jun-15,
27-Jun-15,
4-Jul-15,
11-Jul-15,
18-Jul-15,
25-Jul-15,
1-Aug-15,
8-Aug-15,
15-Aug-15,
22-Aug-15,
29-Aug-15,
5-Sep-15,
12-Sep-15,
19-Sep-15,
26-Sep-15,
3-Oct-15,
10-Oct-15,2
17-Oct-15,1
24-Oct-15,4
31-Oct-15,6
7-Nov-15,8
14-Nov-15,10
21-Nov-15,
28-Nov-15,10
